ROLE,SUPPORTING_ORG_ID,SUPPORTED_ORG_ID,START_DATE,END_DATE,BLANK
"SubsistenceSupplyProvider","DLAHQ","343-SUPPLYCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","37-TRANSGP","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","372-CGO-TRANSCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","377-HVY-TRKCO","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-FSB","4-1-FABN","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","125-FSB","4-1-FABN","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","125-FSB","4-1-FABN","2005-01-01 00:00:00",\N,
"SparePartsProvider","125-FSB","4-1-FABN","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","125-FSB","4-1-FABN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","4-1-FABN","2005-01-01 00:00:00",\N,
"AmmunitionProvider","47-FSB","4-27-FABN","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","47-FSB","4-27-FABN","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","47-FSB","4-27-FABN","2005-01-01 00:00:00",\N,
"SparePartsProvider","47-FSB","4-27-FABN","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","47-FSB","4-27-FABN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","4-27-FABN","2005-01-01 00:00:00",\N,
"AmmunitionProvider","47-FSB","40-ENGBN","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","47-FSB","40-ENGBN","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","47-FSB","40-ENGBN","2005-01-01 00:00:00",\N,
"SparePartsProvider","47-FSB","40-ENGBN","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","47-FSB","40-ENGBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","40-ENGBN","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-ORDBN","41-FABDE","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","240-SSCO","41-FABDE","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","240-SSCO","41-FABDE","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","240-SSCO","41-FABDE","2005-01-01 00:00:00",\N,
"SparePartsProvider","597-MAINTCO","41-FABDE","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","5-CORPS-ARTY","41-FABDE","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","41-POL-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","416-POL-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","452-ORDCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","47-FSB","2005-01-01 00:00:00",\N,
"AmmunitionProvider","123-MSB","47-FSB","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","123-MSB","47-FSB","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","123-MSB","47-FSB","2005-01-01 00:00:00",\N,
"SparePartsProvider","123-MSB","47-FSB","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","123-MSB","47-FSB","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","485-CSB","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","TRANSCOM","5-CORPS","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","TRANSCOM","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-ORDBN","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","240-SSCO","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","240-SSCO","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","240-SSCO","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"SparePartsProvider","597-MAINTCO","5-CORPS-ARTY","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","TRANSCOM","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","240-SSCO","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","240-SSCO","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","240-SSCO","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"SparePartsProvider","597-MAINTCO","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-ORDBN","5-CORPS-REAR","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","5-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","501-FSB","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","123-MSB","501-FSB","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","123-MSB","501-FSB","2005-01-01 00:00:00",\N,
"SparePartsProvider","123-MSB","501-FSB","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","123-MSB","501-FSB","2005-01-01 00:00:00",\N,
"AmmunitionProvider","123-MSB","501-FSB","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","501-MIBN-CEWI","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","501-MPCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","51-MAINTBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","51-MDM-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","512-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","515-POL-TRKCO","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","240-SSCO","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","240-SSCO","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","240-SSCO","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"SparePartsProvider","597-MAINTCO","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","5-CORPS-REAR","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-ORDBN","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"ConstructionSupplyProvider","DLAHQ","52-ENGBN-CBTHVY","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","529-ORDCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","541-POL-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","561-SSBN","2005-01-01 00:00:00",\N,
"MaterielTransportProvider","28-TCBN","565-RPRPTCO","2005-01-01 00:00:00",\N,
"SparePartsProvider","DLAHQ","565-RPRPTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","565-RPRPTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","574-SSCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","584-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","588-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","592-ORDCO","2005-01-01 00:00:00",\N,
"MaterielTransportProvider","106-TCBN","592-ORDCO","2005-01-01 00:00:00",\N,
"AmmunitionProvider","191-ORDBN","592-ORDCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","594-MDM-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","596-MAINTCO","2005-01-01 00:00:00",\N,
"SparePartsProvider","565-RPRPTCO","597-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","597-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","6-TCBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","632-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","66-MDM-TRKCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","68-MDM-TRKCO","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","240-SSCO","69-ADABDE","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","240-SSCO","69-ADABDE","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","240-SSCO","69-ADABDE","2005-01-01 00:00:00",\N,
"SparePartsProvider","597-MAINTCO","69-ADABDE","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","5-CORPS-REAR","69-ADABDE","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-ORDBN","69-ADABDE","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","69-CHEMCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","7-CSG","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","7-TCGP-TPTDD","2005-01-01 00:00:00",\N,
"AmmunitionProvider","125-FSB","70-ENGBN","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","125-FSB","70-ENGBN","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","125-FSB","70-ENGBN","2005-01-01 00:00:00",\N,
"SparePartsProvider","125-FSB","70-ENGBN","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","125-FSB","70-ENGBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","70-ENGBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","702-EODDET","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","71-MAINTBN","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","71-ORDCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","21-TSC-HQ","720-EODDET","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","77-MAINTCO","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","3-SUPCOM-HQ","900-POL-SUPPLYCO","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","110-POL-SUPPLYCO","900-POL-SUPPLYCO","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","110-POL-SUPPLYCO","900-POL-SUPPLYCO","2005-01-01 00:00:00",\N,
"MaterielTransportProvider","181-TCBN","900-POL-SUPPLYCO","2005-01-01 00:00:00",\N,
"FuelTransportProvider","316-POL-SUPPLYBN","900-POL-SUPPLYCO","2005-01-01 00:00:00",\N,
"SparePartsProvider","127-DASB","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","127-DASB","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"AmmunitionProvider","127-DASB","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","127-DASB","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","127-DASB","AVNBDE-1-AD","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","DISCOM-1-AD","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","1-AD","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"AmmunitionProvider","123-MSB","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"FuelSupplyProvider","123-MSB","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"PackagedPOLSupplyProvider","123-MSB","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"SparePartsProvider","123-MSB","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"SubsistenceSupplyProvider","123-MSB","DIVARTY-1-AD","2005-01-01 00:00:00",\N,
"CONUSGroundTransportationProvider","CONUSGround","GlobalAir","2005-01-01 00:00:00",\N,
"OrganicAirTransportationProvider","PlanePacker","GlobalAir","2005-01-01 00:00:00",\N,
"TheaterStrategicTransportationProvider","TheaterGround","GlobalAir","2005-01-01 00:00:00",\N,
"CONUSGroundTransportationProvider","CONUSGround","GlobalSea","2005-01-01 00:00:00",\N,
"ShipPackingTransportationProvider","ShipPacker","GlobalSea","2005-01-01 00:00:00",\N,
"TheaterStrategicTransportationProvider","TheaterGround","GlobalSea","2005-01-01 00:00:00",\N,
"StrategicTransportationProvider","TRANSCOM","OSC","2005-01-01 00:00:00",\N,
"AirTransportationProvider","GlobalAir","TRANSCOM","2005-01-01 00:00:00",\N,
"SeaTransportationProvider","GlobalSea","TRANSCOM","2005-01-01 00:00:00",\N,
"Subordinate","1-1-CAVSQDN","AVNBDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-13-ARBN","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-27-FABN","41-FABDE","2001-01-01 00:00:00",\N,
"Subordinate","1-35-ARBN","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-36-INFBN","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-37-ARBN","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-4-ADABN","1-AD-DIV","2001-01-01 00:00:00",\N,
"Subordinate","1-41-INFBN","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-501-AVNBN","AVNBDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-6-INFBN","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-94-FABN","DIVARTY-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-AD","5-CORPS","2001-01-01 00:00:00",\N,
"Subordinate","1-AD-DIV","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","1-BDE-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","102-POL-SUPPLYCO","485-CSB","2001-01-01 00:00:00",\N,
"Subordinate","106-TCBN","16-CSG","2001-01-01 00:00:00",\N,
"Subordinate","109-MDM-TRKCO","28-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","11-AVN-RGT","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","110-POL-SUPPLYCO","6-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","12-AVNBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","123-MSB","DISCOM-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","125-FSB","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","125-ORDBN","7-CSG","2001-01-01 00:00:00",\N,
"Subordinate","127-DASB","AVNBDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","130-ENGBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","141-SIGBN","1-AD-DIV","2001-01-01 00:00:00",\N,
"Subordinate","15-PLS-TRKCO","106-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","16-CSG","3-SUPCOM-HQ","2001-01-01 00:00:00",\N,
"Subordinate","16-ENGBN","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","18-MAINTBN","16-CSG","2001-01-01 00:00:00",\N,
"Subordinate","18-MPBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","18-PERISH-SUBPLT","51-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","181-TCBN","7-CSG","2001-01-01 00:00:00",\N,
"Subordinate","19-MMC","3-SUPCOM-HQ","2001-01-01 00:00:00",\N,
"Subordinate","191-ORDBN","29-SPTGP","2001-01-01 00:00:00",\N,
"Subordinate","2-3-FABN","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","2-37-ARBN","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","2-4-FABN-MLRS","41-FABDE","2001-01-01 00:00:00",\N,
"Subordinate","2-501-AVNBN","AVNBDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","2-6-INFBN","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","2-70-ARBN","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","2-BDE-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","200-MMC","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","205-MIBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","208-SCCO","3-SUPCOM-HQ","2001-01-01 00:00:00",\N,
"Subordinate","21-TSC-HQ","USAEUR","2001-01-01 00:00:00",\N,
"Subordinate","22-SIGBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","226-MAINTCO","18-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","227-SUPPLYCO","18-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","23-ORDCO","191-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","238-POL-TRKCO","106-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","24-ORDCO","191-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","240-SSCO","71-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","244-ENGBN-CBTHVY","130-ENGBDE","2001-01-01 00:00:00",\N,
"Subordinate","25-FABTRY-TGTACQ","DIVARTY-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","26-SSCO","485-CSB","2001-01-01 00:00:00",\N,
"Subordinate","263-FLDSVC-CO","18-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","27-TCBN-MVTCTRL","3-SUPCOM-HQ","2001-01-01 00:00:00",\N,
"Subordinate","28-TCBN","37-TRANSGP","2001-01-01 00:00:00",\N,
"Subordinate","286-ADA-SCCO","69-ADABDE","2001-01-01 00:00:00",\N,
"Subordinate","29-SPTGP","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","3-13-FABN-155","41-FABDE","2001-01-01 00:00:00",\N,
"Subordinate","3-BDE-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","3-SUPCOM-HQ","5-CORPS","2001-01-01 00:00:00",\N,
"Subordinate","30-MEDBDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","316-POL-SUPPLYBN","7-CSG","2001-01-01 00:00:00",\N,
"Subordinate","317-MAINTCO","71-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","343-SUPPLYCO","51-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","37-TRANSGP","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","372-CGO-TRANSCO","106-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","377-HVY-TRKCO","181-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","4-1-FABN","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","4-27-FABN","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","40-ENGBN","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","41-FABDE","5-CORPS-ARTY","2001-01-01 00:00:00",\N,
"Subordinate","41-POL-TRKCO","181-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","416-POL-TRKCO","6-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","452-ORDCO","125-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","47-FSB","2-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","485-CSB","16-CSG","2001-01-01 00:00:00",\N,
"Subordinate","5-CORPS","USAEUR","2001-01-01 00:00:00",\N,
"Subordinate","5-CORPS-ARTY","5-CORPS","2001-01-01 00:00:00",\N,
"Subordinate","5-CORPS-REAR","5-CORPS","2001-01-01 00:00:00",\N,
"Subordinate","5-MAINTCO","51-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","501-FSB","1-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","501-MIBN-CEWI","1-AD-DIV","2001-01-01 00:00:00",\N,
"Subordinate","501-MPCO","1-AD-DIV","2001-01-01 00:00:00",\N,
"Subordinate","51-MAINTBN","29-SPTGP","2001-01-01 00:00:00",\N,
"Subordinate","51-MDM-TRKCO","181-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","512-MAINTCO","51-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","515-POL-TRKCO","316-POL-SUPPLYBN","2001-01-01 00:00:00",\N,
"Subordinate","52-ENGBN-CBTHVY","130-ENGBDE","2001-01-01 00:00:00",\N,
"Subordinate","529-ORDCO","125-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","541-POL-TRKCO","561-SSBN","2001-01-01 00:00:00",\N,
"Subordinate","561-SSBN","7-CSG","2001-01-01 00:00:00",\N,
"Subordinate","565-RPRPTCO","71-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","574-SSCO","51-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","584-MAINTCO","561-SSBN","2001-01-01 00:00:00",\N,
"Subordinate","588-MAINTCO","485-CSB","2001-01-01 00:00:00",\N,
"Subordinate","592-ORDCO","485-CSB","2001-01-01 00:00:00",\N,
"Subordinate","594-MDM-TRKCO","106-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","596-MAINTCO","485-CSB","2001-01-01 00:00:00",\N,
"Subordinate","597-MAINTCO","71-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","6-TCBN","37-TRANSGP","2001-01-01 00:00:00",\N,
"Subordinate","632-MAINTCO","6-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","66-MDM-TRKCO","28-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","68-MDM-TRKCO","28-TCBN","2001-01-01 00:00:00",\N,
"Subordinate","69-ADABDE","5-CORPS-REAR","2001-01-01 00:00:00",\N,
"Subordinate","69-CHEMCO","1-AD-DIV","2001-01-01 00:00:00",\N,
"Subordinate","7-CSG","3-SUPCOM-HQ","2001-01-01 00:00:00",\N,
"Subordinate","7-TCGP-TPTDD","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","70-ENGBN","3-BDE-1-AD","2001-01-01 00:00:00",\N,
"Subordinate","702-EODDET","191-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","71-MAINTBN","7-CSG","2001-01-01 00:00:00",\N,
"Subordinate","71-ORDCO","71-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","720-EODDET","191-ORDBN","2001-01-01 00:00:00",\N,
"Subordinate","77-MAINTCO","18-MAINTBN","2001-01-01 00:00:00",\N,
"Subordinate","900-POL-SUPPLYCO","316-POL-SUPPLYBN","2001-01-01 00:00:00",\N,
"Subordinate","AVNBDE-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","AWR-2","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","CONUSGround","GlobalSea","2001-01-01 00:00:00",\N,
"Subordinate","DISCOM-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","DIVARTY-1-AD","1-AD","2001-01-01 00:00:00",\N,
"Subordinate","DLAHQ","NCA","2001-01-01 00:00:00",\N,
"Subordinate","FORSCOM","NCA","2001-01-01 00:00:00",\N,
"Subordinate","GlobalAir","TRANSCOM","2001-01-01 00:00:00",\N,
"Subordinate","GlobalSea","TRANSCOM","2001-01-01 00:00:00",\N,
"Subordinate","HNS","NCA","2001-01-01 00:00:00",\N,
"Subordinate","JSRCMDSE","NATO","2001-01-01 00:00:00",\N,
"Subordinate","NATO","NCA","2001-01-01 00:00:00",\N,
"Subordinate","OSC","NCA","2001-01-01 00:00:00",\N,
"Subordinate","PlanePacker","GlobalAir","2001-01-01 00:00:00",\N,
"Subordinate","RSA","21-TSC-HQ","2001-01-01 00:00:00",\N,
"Subordinate","ShipPacker","GlobalSea","2001-01-01 00:00:00",\N,
"Subordinate","TRANSCOM","NCA","2001-01-01 00:00:00",\N,
"Subordinate","TheaterGround","GlobalSea","2001-01-01 00:00:00",\N,
"Subordinate","USAEUR","USEUCOM","2001-01-01 00:00:00",\N,
"Subordinate","USEUCOM","NCA","2001-01-01 00:00:00",\N,
